20,12,600,14
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,01,01,01,01,01,01,01,00,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,19
19,05,05,05,05,05,05,05,05,05,05,05,05,05,05,11,11,11,11,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
