20,12,500,6
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,03,01,01,01,01,01,01,01,01,19
19,01,01,00,01,01,01,01,01,01,02,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,19
19,01,01,01,01,01,01,01,01,01,14,01,01,01,01,01,01,01,07,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
