20,12,600,6
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,02,02,00,02,02,02,02,02,02,02,03,03,03,02,02,02,02,02,19
19,02,02,02,02,02,02,02,02,02,02,03,03,03,02,02,02,02,02,19
19,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,19
19,02,02,02,02,02,02,02,02,02,02,20,20,20,02,02,02,02,02,19
19,02,02,02,02,02,02,02,03,02,02,01,01,01,02,02,02,02,02,19
19,02,02,02,02,02,02,02,02,03,02,01,01,01,02,02,02,02,02,19
19,02,02,02,02,02,02,02,02,02,03,01,01,01,02,02,02,02,02,19
19,02,02,02,02,02,02,02,02,07,02,20,20,20,02,02,02,02,02,19
19,02,02,02,02,02,02,02,02,02,02,01,01,01,02,02,02,02,02,19
19,02,02,02,02,02,02,02,02,02,02,01,01,01,02,02,02,02,02,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
